title1,release_date,country,poster,link_trailer,story,final_genres,taglines,runtime_final,earning,final_budget,language,final_writers,director,final_actors,imdb
Shahid (2012) ,2013-10-18,"India
","https://m.media-amazon.com/images/M/MV5BMTYyMDE1NjQ1Nl5BMl5BanBnXkFtZTgwMDAyMTUzMDE@._V1_UY67_CR2,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi4156799769?playlistId=tt2181831,"    Shahid traces the true story of slain human rights activist and lawyer Shahid Azmi. From attempting to become a terrorist to being wrongly imprisoned under a draconian anti-terrorism law to becoming a criminal lawyer Shahid traces the inspiring personal journey of a boy who became an unlikely messiah for human rights while following the rise of communal violence in India. This story of an impoverished Muslim struggling to come to terms with injustice, inequality and rising above his circumstances is an inspiring testament to the human spirit.", Biography  Crime  Drama,Based On The Life Of One Of The Most Controversial Figures Of Our Time.        ,,419276870.0,403630424.0,Hindi,Sameer Gautam Singh-Sameer Gautam Singh-3 more credits,"
Hansal Mehta ",Rajkummar Rao-Mohammed Zeeshan Ayyub-Baljinder Kaur,8.3
Talvar (2015) ,2015-10-2,"India
","https://m.media-amazon.com/images/M/MV5BMTYzODg0Mjc4M15BMl5BanBnXkFtZTgwNzY4Mzc3NjE@._V1_UY67_CR2,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1247982361?playlistId=tt4934950,"    The story revolves around the mysterious murder cases of a 14-year girl, Shruti and the domestic help, Khempal who worked at her place. The film is based on the real life Noida Double Murder Case of 2008, where the parents were said to be the prime suspects of the murders. The film showcases three perspectives to the case which emerge as the investigation moves forward.", Crime  Drama  Mystery  Thriller,Talvar (2015) ,,223442820.0,214776720.0,Hindi,Vishal Bhardwaj-Aditya Nimbalkar,"
Meghna Gulzar ",Irrfan Khan-Konkona Sen Sharma-Neeraj Kabi,8.2
Mughal-E-Azam (1960) ,1960-08-5,"India
","https://m.media-amazon.com/images/M/MV5BMTQxNTI5ODI1N15BMl5BanBnXkFtZTcwMDc2ODgzMQ@@._V1_UY67_CR1,0,45,67_AL_.jpg",,"    Set in the 16th century AD, the movie brings to life the tale of the doomed love affair between the Mughal Crown Prince Saleem and the beautiful, ill-fated court dancer, whose fervor and intensity perpetrates a war between the prince and his father the great Mughal Emperor Akbar, and threatens to bring an empire to its knees.", Drama  Romance  War,Mughal-E-Azam (1960) ,,370535821.0,478681597.0,Hindi,K. Asif-Aman-4 more credits,"
K. Asif ",Prithviraj Kapoor-Madhubala-Dilip Kumar,8.3
Drishyam (2015) ,2015-07-31,"India
","https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1972222745?playlistId=tt4430212,"    Vijay Salgaonkar runs a cable TV network in a remote and hilly village of Goa. He lives a happy life with his wife Nandini and two daughters. A 4th grade dropout & an orphan, Vijay has worked his way towards success with his sheer hard-work & street smartness in order to provide for his family who mean the world to him. A man of few means & needs; Vijay believes life is to be lived simplistically - his wife, while she loves him devoutly, wants Vijay's thrifty & miserly behavior to end and wants the world for her family. If there's one thing that Vijay cannot live without, it is his passion for watching films. Such is his 'filmy' obsession that he doesn't mind staying up all night at his office binging on TV movies! In a bizarre turn of events; a teenage boy goes missing; he is the son of a headstrong & no-nonsense cop; IG Meera Deshmukh and the Salgaonkar family is the prime suspect! Will a humble & middle class man, be able to protect his family from oppression of the powerful? How ...", Crime  Drama  Thriller,Remake of a Malayalam movie                ,,312234447.0,432088439.0,Hindi,Jeethu Joseph-Upendra Sidhaye,"
Nishikant Kamat ",Ajay Devgn-Shriya Saran-Tabu,8.3
Aparajito (1956) ,1956-10-11,"India
","https://m.media-amazon.com/images/M/MV5BMjI1NjI2OTM4N15BMl5BanBnXkFtZTgwMzQ2MzkwNzE@._V1_UY67_CR1,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3114774553?playlistId=tt0048956,"    After living awhile in Benares, 10 year old Apu and his mother move in with her uncle in a small Bengali village. Apu enters a local school, where he does well. By the time he graduates, he has a scholarship to study at a college in Calcutta. So off he goes. His mother is torn by his leaving, and by his growing independence. She loves her son very much and wants him to succeed, but she does not want to be left alone.", Drama,"Set against the colorful, rustic background of India and its great cities, ""Aparajito"" continues the epic drama of the lives and fortunes of the family introduced to American audiences in ""Pather Panchali""        ",110.0,319006449.0,211532541.0,Hindi,Bibhutibhushan Bandyopadhyay-Satyajit Ray-1 more credit,"
Satyajit Ray ",Pinaki Sengupta-Smaran Ghosal-Kamala Adhikari,8.2
Black (2005) ,2005-02-4,"India
","https://m.media-amazon.com/images/M/MV5BNTI5MmE5M2UtZjIzYS00M2JjLWIwNDItYTY2ZWNiODBmYTBiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3083582233?playlistId=tt0375611,"    Based in Simla, the McNallys are an Anglo-Indian family consisting of Paul and his wife, Catherine. Both are full of joy when Catherine gives birth to a baby girl, Michelle, but their joy is short-lived when they are told that Michellle cannot see nor hear. Both attempt to bring up Michelle in their own protective way, as a result Michelle is not exposed to the real world, and becomes increasingly violent and volatile. Things only get worse when Catherine gives birth to Sara, and Paul considers admitting Michelle in an asylum. It is here that Debraj Sahai enters their lives. Through his eager involvement, Michelle blossoms, grows, gives up her violence, even gets admitted in school with normal children. The years pass by, Michelle does not succeed in getting her graduation, and it is time for Debraj to bid adieu as he is having his own health problems. 12 years later, at the age of 40, Michelle does succeed in graduating in Arts, and it is shortly thereafter she will be re-united with...", Drama,An unending darkness... A world of shadows... A ray of light that found its way... A teacher's dream... A student's miracle... A valiant journey... From ignorance to knowledge... From darkness to light... An extraordinary story of an ordinary life        ,122.0,388445260.0,180000000.0,Hindi,Sanjay Leela Bhansali-Bhavani Iyer-3 more credits,"
Sanjay Leela Bhansali ",Amitabh Bachchan-Rani Mukerji-Shernaz Patel,8.2
Hera Pheri (2000) ,2000-03-31,"India
","https://m.media-amazon.com/images/M/MV5BZWY2MGUzM2QtZDljNy00ZTg5LTk0ODQtMjE1ODhjMzcyMDg1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR2,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2306652953?playlistId=tt0242519,"    Baburao is a landlord in India, who is very near-sighted, and always in financial trouble. He has a tenant named Raja, who has not paid his rent for several months. He also has anther tenant named Shyam, who has come to the city to look for a job in his late father's place, but is unable to find employment. The three men quarrel amongst themselves frequently. Then one day, the three men get a phone call from a kidnapper named Kabira, and decide to make use of this phone call to overcome their financial problems - pretend to be the real kidnappers, increase the ransom amount, keep the incremental amount for themselves, and then give the original ransom demanded to Kabira. Will they get away with this idea?", Action  Comedy  Crime  Musical  Thriller,Hera Pheri (2000) ,122.0,474294442.0,180000000.0,Hindi,Siddique-Lal-3 more credits,"
Priyadarshan ",Akshay Kumar-Paresh Rawal-Sunil Shetty,8.2
Mahanati (2018) ,2018-05-8,"USA
","https://m.media-amazon.com/images/M/MV5BMmNkN2ZkODgtZTU1Zi00MDg3LWE1MGQtM2ZmY2Y3ODcwZmE5XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi124106777?playlistId=tt7465992,"    Mahanati depicts the personal and professional life of first Indian female superstar, Savitri. After actress Savitri is admitted in a hospital in Bangalore and she goes into coma, a young investigative journalist, Madhuravani, seizes the opportunity to write an article on her life. The young Savitri meets Gemini Ganesan, who works in casting department, after her failed attempts to get a role in cinema. They both start a career in acting and eventually rise to stardom. Savitri falls in love with him despite the fact that he is married. Their marriage results in a rift with her family but Savitri never gives up on her love. Her dreams are shattered when she learns that Gemini Ganesan is a womanizer and has been continuing his illicit relationships even after their marriage. The rest of the story is about how she stood up against all odds and the result of her wrong choices in life.", Action  Comedy  Crime  Musical  Thriller,Mahanati (2018) ,122.0,417090101.0,180000000.0,Hindi,Nag Ashwin-Sai Madhav Burra,"
Nag Ashwin ",Keerthi Suresh-Dulquer Salmaan-Samantha Ruth Prabhu,8.7
Jigarthanda (2014) ,2014-08-1,"India
","https://m.media-amazon.com/images/M/MV5BOTY0MzA3NmQtMDQ2YS00MmIyLTkzNWItMjkyMmYyMmZkNDI0XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi175290393?playlistId=tt3569782,"    When Karthik is given a task by his producer to come up with a gripping gangster flick infested with heavy dosage of violence, he focuses on Sethu, a ruthless gangster surrounded by quirky yet scary henchmen. Karthik discreetly tries his best to find out about Sethu to develop a film script, but fails miserably in all his attempts. However when he finally gets the chance to gain an insight into Sethu's life, disaster strikes as he gets caught in the mêlée following the discovery of a mole within Sethu's gang.", Action  Crime  Drama  Thriller,Jigarthanda (2014) ,122.0,300000000.0,180000000.0,Hindi,Karthik Subbaraj-Karthik Subbaraj-1 more credit,"
Karthik Subbaraj ",Siddharth-Bobby Simha-Lakshmi Menon,8.3
Satya (1998) ,1998-07-3,"India
","https://m.media-amazon.com/images/M/MV5BMTMwMjk3MzA2OF5BMl5BanBnXkFtZTcwNjU2ODgzMQ@@._V1_UY67_CR1,0,45,67_AL_.jpg",,"    A young man named Satya (J.D Chakravarthy) comes to Mumbai from South India in search of a job. Jailed for something he did not do, the once-honest young man meets an underworld boss, Bhiku Mhatre (Manoj Bajpai) in jail and joins his gang. He lives in a poor neighborhood, where he meets, Vidya (Urmila Matondkar), who lives next door. She is not aware of his underworld connections. Satya slowly rises up the ranks of his gang, and becomes the most influential person. Satya is torn between his girlfriend and his gangster life.", Action  Crime  Drama  Thriller,The other side of truth        ,,232116597.0,180000000.0,Hindi,Anurag Kashyap-Saurabh Shukla-1 more credit,"
Ram Gopal Varma ",J.D. Chakravarthi-Urmila Matondkar-Paresh Rawal,8.2
Paan Singh Tomar (2012) ,2012-03-2,"India
","https://m.media-amazon.com/images/M/MV5BNTgwODM5OTMzN15BMl5BanBnXkFtZTcwMTA3NzI1Nw@@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2935798297?playlistId=tt1620933,"    Paan Singh Tomar is a Hindi-language film, based on the true story of a runner employed by the Army and has won Gold medal at Indian National Games but forced to become notorious baaghi. It is directed by Tigmanshu Dhulia.", Action  Biography  Crime  Sport  Thriller,Paan Singh Tomar (2012) ,,415664845.0,256190097.0,Hindi,Sanjay Chauhan-Tigmanshu Dhulia,"
Tigmanshu Dhulia ",Irrfan Khan-Ravi Bhushan Bhartiya-Hemendra Dandotiya,8.2
Soodhu Kavvum (2013) ,2013-05-1,"India
","https://m.media-amazon.com/images/M/MV5BNzZiNGRlM2EtZWEwZC00MDg5LWEyYTctYjJkYmFjNzRiZmE1XkEyXkFqcGdeQXVyODk1MzE5NDA@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1467725849?playlistId=tt2877108,"    Pagalavan, Kesavan and Sekar are three friends, who lose their jobs in Chennai due to certain circumstances. Then they come across Das (Vijay Sethupathy), who runs a smart kidnap for ransom scam. Naturally his crime flourishes, and the three friends team up with him. Their path crosses with that of Arumai Prakasam, son of the state finance minister. Denied capital by his very strict father to start his business Arumai Prakasam stages his own kidnap, but ends up in the hands of Das and co. The comedy of errors takes a turn when the finance minister wants to catch the culprits, and gives the task to a very strict, encounter specialist cop, Brahmma. How Das and co try to stay ahead of the cop and how he nabs them, and what happens forms the rest of the story.", Comedy  Crime  Thriller,Soodhu Kavvum (2013) ,,471827179.0,315109395.0,Hindi,Srinivas Kavinayam-Srinivasa Kavineyam-3 more credits,"
Nalan Kumarasamy ",Vijay Sethupathi-Sanchita Shetty-Radha Ravi,8.4
Bhaag Milkha Bhaag (2013) ,2013-07-12,"India
","https://m.media-amazon.com/images/M/MV5BMTY1Nzg4MjcwN15BMl5BanBnXkFtZTcwOTc1NTk1OQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi414165273?playlistId=tt2356180,"    The true story of the ""Flying Sikh"" - world champion runner and Olympian Milkha Singh -- who overcame the massacre of his family, civil war during the India-Pakistan partition, and homelessness to become one of India's most iconic athletes.", Biography  Drama  Sport,Now you will see his Real Story.                ,186.0,270144198.0,253522534.0,Hindi,Prasoon Joshi,"
Rakeysh Omprakash Mehra ",Farhan Akhtar-Sonam Kapoor-Pavan Malhotra,8.2
Rang De Basanti (2006) ,2006-01-26,"India
","https://m.media-amazon.com/images/M/MV5BM2I3OGU1YmQtNjIyOC00OGYzLWFkOTgtOGIyMDVlNmE2M2VmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR1,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1133361945?playlistId=tt0405508,"    Sue comes to India to make a film on Indian revolutionaries.She is helped by her friend Sonia who introduces her to her friends Karan,Aslam,Sukhi and their head DJ.Sonia's fiance Lt Ajay Rathod also joins the gang when in town.Their gang always gets in trouble with a political member Laxman who opposes their western culture.After many auditions Sue decides to caste DJ and his friend's in her film.She also casts Laxman in a role thus ending his feud with the gang.All things are going well until Ajay dies in plane crash but manages to save everyone on board.The state minister declares that Ajay died due to his own negligence .DJ an his friends can't take shame given to Ajay by minister and decide to fight for justice.Where things will take ugly events due to political games.", Comedy  Drama,A Generation Awakens.        ,157.0,323312032.0,413363917.0,Hindi,Renzil D'Silva-Prasoon Joshi-2 more credits,"
Rakeysh Omprakash Mehra (as Rakesh Omprakash Mehra)    ",Aamir Khan-Soha Ali Khan-Siddharth,8.2
Jo Jeeta Wohi Sikandar (1992) ,1992-05-22,"India
","https://m.media-amazon.com/images/M/MV5BNTU1ZjQwNDAtZDAwMC00OTcyLTg4MDUtOTUwYTU4N2M4YTgxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY67_CR2,0,45,67_AL_.jpg",,"    The biggest sporting event for the school town of Nainital is the annual cycling race. Schools and colleges here range from those like Rajput and Xavier's for the spoilt rich kids to local ones like Model for the poorer kids. For the past two years the cycling race has been won by the arrogant Shekhar Malhotra (Deepak Tijori) of Rajput College. Sanju (Aamir Khan) and Ratan (Mamik) are bothers who attend Model and run a small local cafe. Their father (Kulbhushan Kharbanda) is obsessed by the desire to see Ratan become the cycling champion. Ratan on his part is the ideal son and elder brother to Sanju, good in everything he does and has been the runner-up to Shekhar in the cycling race. Sunju on the other hand is a prankster, not taking life seriously at all enjoying life with his friends among whom is Anjali (Ayesha Jhulka) who loves him silently. Sanju however turns his attention on the new girl on the block, Devika (Pooja Bedi) and convinces her he is rich. He uses the money his ...", Comedy  Drama  Romance  Sport,"Welcome To Their Lives, You Will Never Forget        ",157.0,453492885.0,311628771.0,Hindi,Nasir Hussain-Mansoor Khan-1 more credit,"
Mansoor Khan ",Aamir Khan-Ayesha Jhulka-Deepak Tijori,8.2
"Swades: We, the People (2004) ",2004-12-17,"India
","https://m.media-amazon.com/images/M/MV5BYzExOTcwNjYtZTljMC00YTQ2LWI2YjYtNWFlYzQ0YTJhNzJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3202595609?playlistId=tt0367110,"    Set in modern day India, Swades is a film that tackles the issues that development throws up on a grass root level. It is to this India, which is colorful, heterogeneous and complex that Mohan Bhargava (Shah Rukh Khan), a bright young scientist working as a project manager in NASA, returns to on a quest to find his childhood nanny. The film uses the contrast between the highly developed world of NASA, which has been at the forefront of advances in space research, and this world back home in India, which is at the crossroads of development. Mohan's simple quest becomes the journey that every one of us goes through in search of that metaphysical and elusive place called ""home"".", Drama,"We, the people        ",195.0,259307816.0,395164918.0,Hindi,M.G. Sathya-Ashutosh Gowariker-8 more credits,"
Ashutosh Gowariker ",Shah Rukh Khan-Gayatri Joshi-Kishori Ballal,8.3
