title1,release_date,country,poster,link_trailer,story,final_genres,taglines,runtime_final,earning,final_budget,language,final_writers,director,final_actors,imdb
"Extremely Wicked, Shockingly Evil and Vile (2019) ",2019-05-3,"USA
","https://m.media-amazon.com/images/M/MV5BMjM4ZjY5ZmQtNjUwYi00Yzk2LWIwNmMtYTg1NmU0MWExZTMzXkEyXkFqcGdeQXVyMTg2MDEyMzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1726266649?playlistId=tt2481498,"    A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years.", Biography  Crime  Drama  Thriller,"
The Story Behind America's Most Notorious Serial Killer                
 See more »
                
",114.0,140000000.0,70000000.0,English,Elizabeth Kendall-Michael Werwie,"
Joe Berlinger ",Lily Collins-Zac Efron-Angela Sarafyan,7.4
John Wick: Chapter 3 - Parabellum (2019) ,2019-05-17,"USA
","https://m.media-amazon.com/images/M/MV5BMDg2YzI0ODctYjliMy00NTU0LTkxODYtYTNkNjQwMzVmOTcxXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3203841305?playlistId=tt6146586,"    In this third installment of the adrenaline-fueled action franchise, skilled assassin John Wick (Keanu Reeves) returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin's guild, the High Table, John Wick is excommunicado, but the world's most ruthless hit men and women await his every turn.", Action  Thriller,"
Everyone Is Waiting For John Wick                
 See more »
                
",114.0,140000000.0,70000000.0,English,Derek Kolstad-Shay Hatten-4 more credits,"
Chad Stahelski ",Keanu Reeves-Asia Kate Dillon-Jerome Flynn,
Captain America: The First Avenger (2011) ,2011-07-29,"India
","https://m.media-amazon.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2912787481?playlistId=tt0458339,"    It is 1942, America has entered World War II, and sickly but determined Steve Rogers is frustrated at being rejected yet again for military service. Everything changes when Dr. Erskine recruits him for the secret Project Rebirth. Proving his extraordinary courage, wits and conscience, Rogers undergoes the experiment and his weak body is suddenly enhanced into the maximum human potential. When Dr. Erskine is then immediately assassinated by an agent of Nazi Germany's secret HYDRA research department (headed by Johann Schmidt, a.k.a. the Red Skull), Rogers is left as a unique man who is initially misused as a propaganda mascot; however, when his comrades need him, Rogers goes on a successful adventure that truly makes him Captain America, and his war against Schmidt begins.", Action  Adventure  Sci-Fi,"
When patriots become heroes                
 See more »
                
",124.0,370569774.0,140000000.0,English,Christopher Markus-Stephen McFeely-2 more credits,"
Joe Johnston ",Chris Evans-Hugo Weaving-Samuel L. Jackson,6.9
Terminator: Dark Fate (2019) ,2019-11-1,"USA
","https://m.media-amazon.com/images/M/MV5BMTEzMTY5ODkyMTheQTJeQWpwZ15BbWU4MDgxMTQzMDYz._V1_UY67_CR28,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3028728345?playlistId=tt6450804,    Plot unknown., Action  Adventure  Sci-Fi,"

 Add content advisory for parents »
        
",,280000000.0,140000000.0,English,James Cameron-David S. Goyer-3 more credits,"
Tim Miller ",Arnold Schwarzenegger-Mackenzie Davis-Linda Hamilton,
Captain America: Civil War (2016) ,2016-05-6,"India
","https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi174044441?playlistId=tt3498820,"    With many people fearing the actions of super heroes, the government decides to push for the Hero Registration Act, a law that limits a hero's actions. This results in a division in The Avengers. Iron Man stands with this Act, claiming that their actions must be kept in check otherwise cities will continue to be destroyed, but Captain America feels that saving the world is daring enough and that they cannot rely on the government to protect the world. This escalates into an all-out war between Team Iron Man (Iron Man, Black Panther, Vision, Black Widow, War Machine, and Spider-Man) and Team Captain America (Captain America, Bucky Barnes, Falcon, Scarlet Witch, Hawkeye, and Ant Man) while a new villain emerges.", Action  Adventure  Sci-Fi,"
Divided We Fall                
 See more »
                
",147.0,1153304495.0,250000000.0,English,Christopher Markus-Stephen McFeely-2 more credits,"
Anthony Russo, Joe Russo ",Chris Evans-Robert Downey Jr.-Scarlett Johansson,7.8
21 Bridges (2019) ,2019-07-12,"USA
","https://m.media-amazon.com/images/M/MV5BZjg4MjhjYmQtNGQzYy00NTAzLWE3ZDEtOWJjODZkYzY5YzEzXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3851205657?playlistId=tt8688634,"    Follows a disgraced detective in the NYPD who is given a shot at redemption. Thrust into a citywide manhunt for a cop killer, he begins to undercover a massive conspiracy that links his fellow cops to a criminal empire and must decide who he is hunting and who is actually hunting him. During the manhunt, Manhattan is completely locked down for the first time in its history - no exit or entry to the island including all 17 bridges.", Crime  Drama  Thriller,"

 Add content advisory for parents »
        
",,500000000.0,250000000.0,English,Adam Mervis-Adam Mervis-1 more credit,"
Brian Kirk ",Chadwick Boseman-Sienna Miller-Taylor Kitsch,
Iron Man (2008) ,2008-05-2,"USA
","https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi447873305?playlistId=tt0371746,"    Tony Stark. Genius, billionaire, playboy, philanthropist. Son of legendary inventor and weapons contractor Howard Stark. When Tony Stark is assigned to give a weapons presentation to an Iraqi unit led by Lt. Col. James Rhodes, he's given a ride on enemy lines. That ride ends badly when Stark's Humvee that he's riding in is attacked by enemy combatants. He survives - barely - with a chest full of shrapnel and a car battery attached to his heart. In order to survive he comes up with a way to miniaturize the battery and figures out that the battery can power something else. Thus Iron Man is born. He uses the primitive device to escape from the cave in Iraq. Once back home, he then begins work on perfecting the Iron Man suit. But the man who was put in charge of Stark Industries has plans of his own to take over Tony's technology for other matters.", Action  Adventure  Sci-Fi,"
Get ready for a different breed of heavy metal hero.                
 See more »
                
",126.0,585174222.0,140000000.0,English,Mark Fergus-Hawk Ostby-6 more credits,"
Jon Favreau ",Robert Downey Jr.-Gwyneth Paltrow-Terrence Howard,7.9
Split (2016) ,2017-02-24,"India
","https://m.media-amazon.com/images/M/MV5BZTJiNGM2NjItNDRiYy00ZjY0LTgwNTItZDBmZGRlODQ4YThkL2ltYWdlXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi741258777?playlistId=tt4972582,"    Though Kevin (James McAvoy) has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher (Betty Buckley), there remains one still submerged who is set to materialize and dominate all of the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him -- as well as everyone around him -- as the walls between his compartments shatter.", Horror  Thriller,"
Kevin has 23 distinct personalities. The 24th is about to be unleashed.        ",117.0,278454358.0,9000000.0,English,M. Night Shyamalan,"
M. Night Shyamalan ",James McAvoy-Anya Taylor-Joy-Haley Lu Richardson,7.3
The Shawshank Redemption (1994) ,1994-10-14,"USA
","https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3877612057?playlistId=tt0111161,"    Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red.", Drama,"
Fear can hold you prisoner. Hope can set you free.        ",142.0,58500000.0,25000000.0,English,Stephen King-Frank Darabont,"
Frank Darabont ",Tim Robbins-Morgan Freeman-Bob Gunton,9.3
A Star Is Born (2018) ,2018-10-12,"India
","https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi94288665?playlistId=tt1517451,"    Seasoned musician Jackson Maine (Bradley Cooper) discovers-and falls in love with-struggling artist Ally (Gaga). She has just about given up on her dream to make it big as a singer - until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.", Drama  Music  Romance,,136.0,433888866.0,36000000.0,English,Eric Roth-Bradley Cooper-7 more credits,"
Bradley Cooper ",Lady Gaga-Bradley Cooper-Sam Elliott,7.8
It: Chapter Two (2019) ,2019-09-6,"India
","https://m.media-amazon.com/images/M/MV5BNmU3NWI0YWYtMGM1NC00OTIwLWIzNGUtYTg3ZDkzMzFlYjZiXkEyXkFqcGdeQXVyNTY2NDExMTA@._V1_UY67_CR4,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi265206297?playlistId=tt7349950,"    Twenty-seven years later, the Losers Club have grown up and moved away, until a devastating phone call brings them back.", Horror  Thriller,"
You'll Float Again        ",,72000000.0,36000000.0,English,Gary Dauberman-Stephen King,"
Andy Muschietti ",James McAvoy-Javier Botet-Jessica Chastain,
Spider-Man: Homecoming (2017) ,2017-07-7,"USA
","https://m.media-amazon.com/images/M/MV5BNTk4ODQ1MzgzNl5BMl5BanBnXkFtZTgwMTMyMzM4MTI@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi4175083801?playlistId=tt2250912,"    Thrilled by his experience with the Avengers, Peter returns home, where he lives with his Aunt May, under the watchful eye of his new mentor Tony Stark, Peter tries to fall back into his normal daily routine - distracted by thoughts of proving himself to be more than just your friendly neighborhood Spider-Man - but when the Vulture emerges as a new villain, everything that Peter holds most important will be threatened.", Action  Adventure  Sci-Fi,"
Homework can wait. The city can't.        ",133.0,880166924.0,175000000.0,English,Jonathan Goldstein-John Francis Daley-10 more credits,"
Jon Watts ",Tom Holland-Michael Keaton-Robert Downey Jr.,7.5
Bumblebee (2018) ,2019-01-4,"India
","https://m.media-amazon.com/images/M/MV5BMjUwNjU5NDMyNF5BMl5BanBnXkFtZTgwNzgxNjM2NzM@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1473100313?playlistId=tt4701182,"    On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie (Hailee Steinfeld), on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken. When Charlie revives him, she quickly learns this is no ordinary, yellow VW bug.", Action  Adventure  Sci-Fi,"
Every Hero Has a Beginning                
 See more »
                
",114.0,467705125.0,135000000.0,English,Christina Hodson-Christina Hodson,"
Travis Knight ",Hailee Steinfeld-Jorge Lendeborg Jr.-John Cena,6.9
Triple Frontier (2019) ,2019-03-13,"USA
","https://m.media-amazon.com/images/M/MV5BODU4MzM2MDAxMl5BMl5BanBnXkFtZTgwNDEzNjM0NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1516878361?playlistId=tt1488606,"    Five former Special Forces operatives reunite to plan a heist in a sparsely populated multi-border zone of South America. For the first time in their prestigious careers these unsung heroes undertake this dangerous mission for self instead of country. But when events take an unexpected turn and threaten to spiral out of control, their skills, their loyalties and their morals are pushed to a breaking point in an epic battle for survival.", Action  Adventure  Crime  Drama  Thriller,,125.0,,,English,Mark Boal-J.C. Chandor-1 more credit,"
J.C. Chandor ",Ben Affleck-Oscar Isaac-Charlie Hunnam,6.5
Guardians of the Galaxy Vol. 2 (2017) ,2017-05-5,"India
","https://m.media-amazon.com/images/M/MV5BMTg2MzI1MTg3OF5BMl5BanBnXkFtZTgwNTU3NDA2MTI@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3076896281?playlistId=tt3896198,"    After saving Xandar from Ronan's wrath, the Guardians are now recognized as heroes. Now the team must help their leader Star Lord (Chris Pratt) uncover the truth behind his true heritage. Along the way, old foes turn to allies and betrayal is blooming. And the Guardians find that they are up against a devastating new menace who is out to rule the galaxy.", Action  Adventure  Comedy  Sci-Fi,"
Obviously.                
 See more »
                
",136.0,863756051.0,200000000.0,English,James Gunn-Dan Abnett-11 more credits,"
James Gunn ",Chris Pratt-Zoe Saldana-Dave Bautista,7.7
Toy Story 4 (2019) ,2019-06-21,"USA
","https://m.media-amazon.com/images/M/MV5BMTYzMDM4NzkxOV5BMl5BanBnXkFtZTgwNzM1Mzg2NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2612640793?playlistId=tt1979376,"    Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.", Animation  Adventure  Comedy  Family  Fantasy,"
Get Ready To Hit The Road.                
 See more »
                
",89.0,,,English,John Lasseter-Andrew Stanton-5 more credits,"
Josh Cooley ",Christina Hendricks-Patricia Arquette-Keanu Reeves,
Cold Pursuit (2019) ,2019-02-8,"Canada
","https://m.media-amazon.com/images/M/MV5BM2YyYWI3NjItMWEwZS00MzhkLWJmZTMtZDAzYjRhODM0OTMzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2021964313?playlistId=tt5719748,"    Quiet family man and hard-working snowplow driver Nels is the lifeblood of a glitzy resort town in the Rocky Mountains because he is the one who keeps the winter roads clear. He and his wife live in a comfortable cabin away from the tourists. The town has just awarded him ""Citizen of the Year."" But Nels has to leave his quiet mountain life when his son is murdered by a powerful drug lord. As a man who has nothing to lose he is stoked by a drive for vengeance. This unlikely hero uses his hunting skills and transforms from an ordinary man into a skilled killer as he sets out to dismantle the cartel. Nels' actions ignite a turf war between a manically unpredictable gangster known as Viking and a rival gang boss. Justice is served in one final spectacular confrontation that will leave (almost) no one unscathed.", Action  Crime  Drama  Thriller,"
Revenge is best served cold.                
 See more »
                
",119.0,59213931.0,118427862.0,UK,Frank Baldwin-Kim Fupz Aakeson,"
Hans Petter Moland ",Liam Neeson-Laura Dern-Micheál Richardson,6.4
The Godfather (1972) ,1972-03-24,"USA
","https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY67_CR1,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1348706585?playlistId=tt0068646,"    When the aging head of a famous crime family decides to transfer his position to one of his subalterns, a series of unfortunate events start happening to the family, and a war begins between all the well-known families leading to insolence, deportation, murder and revenge, and ends with the favorable successor being finally chosen.", Crime  Drama,"
An offer you can't refuse.        ",175.0,245066411.0,6000000.0,English,Mario Puzo-Francis Ford Coppola-1 more credit,"
Francis Ford Coppola ",Marlon Brando-Al Pacino-James Caan,9.2
Deadpool 2 (2018) ,2018-05-18,"India
","https://m.media-amazon.com/images/M/MV5BNjk1Njk3YjctMmMyYS00Y2I4LThhMzktN2U0MTMyZTFlYWQ5XkEyXkFqcGdeQXVyODM2ODEzMDA@._V1_UY67_CR11,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2984557081?playlistId=tt5463162,"    After losing Vanessa (Morena Baccarin), the love of his life, 4th-wall breaking mercenary Wade Wilson aka Deadpool (Ryan Reynolds) must assemble a team and protect a young, full-figured mutant Russell Collins aka Firefist (Julian Dennison) from Cable (Josh Brolin), a no-nonsense, dangerous cyborg from the future, and must also learn the most important lesson of all: to be part of a family again.", Action  Adventure  Comedy  Sci-Fi,"
He's not coming alone.                
 See more »
                
",119.0,785046920.0,110000000.0,English,Rhett Reese-Paul Wernick-1 more credit,"
David Leitch ",Ryan Reynolds-Josh Brolin-Morena Baccarin,7.8
Fantastic Beasts: The Crimes of Grindelwald (2018) ,2018-11-16,"India
","https://m.media-amazon.com/images/M/MV5BZjFiMGUzMTAtNDAwMC00ZjRhLTk0OTUtMmJiMzM5ZmVjODQxXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1996470809?playlistId=tt4123430,"    In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, though he's unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.", Adventure  Family  Fantasy,"
Who will change the future?                
 See more »
                
",134.0,159555901.0,319111802.0,UK,J.K. Rowling-J.K. Rowling,"
David Yates ",Eddie Redmayne-Katherine Waterston-Dan Fogler,6.7
Tolkien (2019) ,2019-05-10,"USA
","https://m.media-amazon.com/images/M/MV5BMjUzNzA1MDczOF5BMl5BanBnXkFtZTgwODY5OTI2NzM@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi792967705?playlistId=tt3361792,"    Tolkien explores the formative years of the orphaned author as he finds friendship, love and artistic inspiration among a group of fellow outcasts at school. This takes him into the outbreak of World War I, which threatens to tear the ""fellowship"" apart. All of these experiences would inspire Tolkien to write his famous Middle-Earth novels.", Biography  Drama,"
A Life of Love, Courage, and Fellowship        ",,,,English,David Gleeson-Stephen Beresford,"
Dome Karukoski ",Lily Collins-Nicholas Hoult-Laura Donnelly,
Iron Man Three (2013) ,2013-04-26,"India
","https://m.media-amazon.com/images/M/MV5BMjE5MzcyNjk1M15BMl5BanBnXkFtZTcwMjQ4MjcxOQ@@._V1_UY67_CR1,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2830738969?playlistId=tt1300854,"    Marvel's ""Iron Man 3"" pits brash-but-brilliant industrialist Tony Stark/Iron Man against an enemy whose reach knows no bounds. When Stark finds his personal world destroyed at his enemy's hands, he embarks on a harrowing quest to find those responsible. This journey, at every turn, will test his mettle. With his back against the wall, Stark is left to survive by his own devices, relying on his ingenuity and instincts to protect those closest to him. As he fights his way back, Stark discovers the answer to the question that has secretly haunted him: does the man make the suit or does the suit make the man?", Action  Adventure  Sci-Fi,"
Even heroes fall.                
 See more »
                
",130.0,1215439994.0,200000000.0,English,Drew Pearce-Shane Black-6 more credits,"
Shane Black ",Robert Downey Jr.-Guy Pearce-Gwyneth Paltrow,7.2
How to Train Your Dragon: The Hidden World (2019) ,2019-03-21,"India
","https://m.media-amazon.com/images/M/MV5BMjIwMDIwNjAyOF5BMl5BanBnXkFtZTgwNDE1MDc2NTM@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1887746585?playlistId=tt2386490,"    As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless' discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup's reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.", Animation  Action  Adventure  Comedy  Family  Fantasy,"
The Epic Conclusion.                
 See more »
                
",104.0,512407095.0,129000000.0,USA,Dean DeBlois-Cressida Cowell,"
Dean DeBlois ",Jay Baruchel-America Ferrera-F. Murray Abraham,7.7
Drunk Parents (2019) ,2019-04-19,"USA
","https://m.media-amazon.com/images/M/MV5BOTkzMTAxMDU5Ml5BMl5BanBnXkFtZTgwMDUwNjYyNzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi436845081?playlistId=tt5037840,"    Frank and Nancy are a married couple living in a British-style big house. They proudly send their only daughter to college. But it turns out that the wealth of the family is not unlimited - To pay for the education of their daughter and hide financial collapse from her close ones, Frank and Nancy secretly arrange a garage sale at night, pouring it all in with alcohol.", Animation  Action  Adventure  Comedy  Family  Fantasy,"
Hung over and tapped out.                
 See more »
                
",,258000000.0,129000000.0,English,Fred Wolf-Peter Gaulke,"
Fred Wolf ",Alec Baldwin-Salma Hayek-Jim Gaffigan,3.5
13 Going on 30 (2004) ,2004-10-29,"India
","https://m.media-amazon.com/images/M/MV5BMjE1NzI5NTkwMF5BMl5BanBnXkFtZTYwOTA4NzY2._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2209546521?playlistId=tt0337563,"    After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. Thanks to some wishing dust, Jenna's prayer has been answered. With a knockout body, a dream apartment, a fabulous wardrobe, an athlete boyfriend, a dream job, and superstar friends, this can't be a better life. Unfortunately, Jenna realizes that this is not what she wanted. The only one that she needs is her childhood best friend, Matt, a boy that she thought destroyed her party. But when she finds him, he's a grown up, and not the same person that she knew.", Comedy  Fantasy  Romance,"
For some, 13 feels like it was just yesterday. For Jenna, it was.                
 See more »
                
",98.0,39223950.0,37000000.0,English,Josh Goldsmith-Cathy Yuspa,"
Gary Winick ",Jennifer Garner-Mark Ruffalo-Judy Greer,6.2
Little (2019) ,2019-04-12,"USA
","https://m.media-amazon.com/images/M/MV5BMTU2NDYwNzkzMV5BMl5BanBnXkFtZTgwNjAyMjMxNzM@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1194310169?playlistId=tt8085790,    A woman is transformed into her younger self at a point in her life when the pressures of adulthood become too much to bear., Comedy  Fantasy  Romance,"
She woke up like This.                
 See more »
                
",98.0,35881535.0,37000000.0,English,Tracy Oliver-Tina Gordon-1 more credit,"
Tina Gordon (as Tina Gordon Chism)    ",Regina Hall-Issa Rae-Marsai Martin,5.4
Mortal Engines (2018) ,2018-12-7,"India
","https://m.media-amazon.com/images/M/MV5BNzY1MDA2OTQ0N15BMl5BanBnXkFtZTgwMTkzNjU2NTM@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3886594585?playlistId=tt1571234,"    A mysterious young woman, Hester Shaw, emerges as the only one who can stop a giant, predator city on wheels devouring everything in its path. Feral, and fiercely driven by the memory of her mother, Hester joins forces with Tom Natsworthy, an outcast from London, along with Anna Fang, a dangerous outlaw with a bounty on her head.", Action  Adventure  Fantasy  Sci-Fi  Thriller,"
Some scars never heal.        ",128.0,82865379.0,100000000.0,English,Fran Walsh-Philippa Boyens-2 more credits,"
Christian Rivers ",Hera Hilmar-Robert Sheehan-Hugo Weaving,6.1
Guava Island (2019) ,2019-04-13,"USA
","https://m.media-amazon.com/images/M/MV5BMmNlODQ0NTctYjM3OS00NWY4LWIwZTktNjY1NTA5N2NjZmIwXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi4249074969?playlistId=tt8858104,"    A young musician seeks to hold a festival to liberate the oppressed people of Guava Island, even if only for a day.", Action  Adventure  Fantasy  Sci-Fi  Thriller,"

 See all certifications »
            
",128.0,200000000.0,100000000.0,English,Donald Glover-Stephen Glover-4 more credits,"
Hiro Murai ",Donald Glover-Rihanna-Letitia Wright,7.0
The Passion of the Christ (2004) ,2004-05-7,"India
","https://m.media-amazon.com/images/M/MV5BNDY1N2IyYWMtZTY4OS00OGM1LTkxNmUtOTQzYmM5MmI2YmVmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi49807641?playlistId=tt0335345,"    A depiction of the last twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem. The story opens in the Garden of Olives where Jesus has gone to pray after the Last Supper. Betrayed by Judas Iscariot, the controversial Jesus--who has performed 'miracles' and has publicly announced that he is 'the Son of God'--is arrested and taken back within the city walls of Jerusalem. There, the leaders of the Pharisees confront him with accusations of blasphemy; subsequently, his trial results with the leaders condemning him to his death. Jesus is brought before Pontius Pilate, the prefect of the Roman province of Judaea, for his sentencing. Pilate listens to the accusations leveled at Jesus by the Pharisees. Realizing that his own decision will cause him to become embroiled in a political conflict, Pilate defers to King Herod in deciding the matter of how to persecute Jesus. However, Herod returns Jesus to Pilate who, in turn, gives the crowd a choice between ...", Drama,"
12 Hours That Changed the World                
 See more »
                
",127.0,,,English,Benedict Fitzgerald-Mel Gibson,"
Mel Gibson ",Jim Caviezel-Monica Bellucci-Maia Morgenstern,7.2
Unicorn Store (2017) ,2019-04-5,"USA
","https://m.media-amazon.com/images/M/MV5BMjUyMTY2OTkwMF5BMl5BanBnXkFtZTgwODEyODA3NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3388456217?playlistId=tt2338454,    A woman named Kit receives a mysterious invitation that would fulfill her childhood dreams., Comedy  Drama  Fantasy,"
Everyone Needs a Little Magic. Even If They're All Grown Up.        ",127.0,,,English,Samantha McIntyre,"
Brie Larson ",Brie Larson-Samuel L. Jackson-Joan Cusack,5.5
Brightburn (2019) ,2019-05-24,"India
","https://m.media-amazon.com/images/M/MV5BMjc0YzM2ZjItNzE3OS00NTRhLTkyNTUtMjY5Y2Y5NTU3OWI0XkEyXkFqcGdeQXVyNjU2NTI4MjE@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi4165188121?playlistId=tt7752126,"    What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?", Drama  Horror  Sci-Fi  Thriller,"
Imagine What He Could Become        ",,,,English,Brian Gunn-Mark Gunn,"
David Yarovesky ",Elizabeth Banks-David Denman-Matt Jones,
Miss Bala (2019) ,2019-02-1,"USA
","https://m.media-amazon.com/images/M/MV5BMTcxNzY3Mzk5OF5BMl5BanBnXkFtZTgwNjQwODU1NjM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1503246873?playlistId=tt5941692,"    Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength. Based on the Spanish-language film.", Action  Drama  Thriller,"
Ordinary Becomes Extraordinary.                
 See more »
                
",104.0,15006824.0,30013648.0,English,Gareth Dunnet-Alcocer,"
Catherine Hardwicke ",Gina Rodriguez-Thomas Dekker-Vivian Chan,5.3
The Dark Knight (2008) ,2008-07-18,"India
","https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi324468761?playlistId=tt0468569,"    Set within a year after the events of Batman Begins (2005), Batman, Lieutenant James Gordon, and new District Attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City, until a mysterious and sadistic criminal mastermind known only as ""The Joker"" appears in Gotham, creating a new wave of chaos. Batman's struggle against The Joker becomes deeply personal, forcing him to ""confront everything he believes"" and improve his technology to stop him. A love triangle develops between Bruce Wayne, Dent, and Rachel Dawes.", Action  Crime  Drama  Thriller,"
It's All Part of the Plan                
 See more »
                
",152.0,1004558444.0,185000000.0,English,Jonathan Nolan-Christopher Nolan-3 more credits,"
Christopher Nolan ",Christian Bale-Heath Ledger-Aaron Eckhart,9.0
