title1,final_genres
Memento (2000) ,Mystery
Memento (2000) ,Thriller
Alien (1979) ,Horror
Alien (1979) ,Sci-Fi
Spider-Man: Into the Spider-Verse (2018) ,Animation
Spider-Man: Into the Spider-Verse (2018) ,Action
Spider-Man: Into the Spider-Verse (2018) ,Adventure
Spider-Man: Into the Spider-Verse (2018) ,Family
Spider-Man: Into the Spider-Verse (2018) ,Sci-Fi
Hotaru no haka (1988) ,War
Hotaru no haka (1988) ,Animation
Hotaru no haka (1988) ,Drama
Nuovo Cinema Paradiso (1988) ,Drama
The Great Dictator (1940) ,War
The Great Dictator (1940) ,Comedy
The Great Dictator (1940) ,Drama
Sunset Blvd. (1950) ,Film-Noir
Sunset Blvd. (1950) ,Drama
The Lives of Others (2006) ,Thriller
The Lives of Others (2006) ,Drama
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964) ,Comedy
Avengers: Infinity War (2018) ,Adventure
Avengers: Infinity War (2018) ,Action
Avengers: Infinity War (2018) ,Sci-Fi
Paths of Glory (1957) ,War
Paths of Glory (1957) ,Drama
Django Unchained (2012) ,Western
Django Unchained (2012) ,Drama
The Shining (1980) ,Horror
The Shining (1980) ,Drama
WALL·E (2008) ,Animation
WALL·E (2008) ,Adventure
WALL·E (2008) ,Family
WALL·E (2008) ,Sci-Fi
Mononoke-hime (1997) ,Fantasy
Mononoke-hime (1997) ,Animation
Mononoke-hime (1997) ,Adventure
Witness for the Prosecution (1957) ,Thriller
Witness for the Prosecution (1957) ,Crime
Witness for the Prosecution (1957) ,Drama
Witness for the Prosecution (1957) ,Mystery
Oldeuboi (2003) ,Thriller
Oldeuboi (2003) ,Action
Oldeuboi (2003) ,Drama
Oldeuboi (2003) ,Mystery
Aliens (1986) ,Thriller
Aliens (1986) ,Action
Aliens (1986) ,Adventure
Aliens (1986) ,Sci-Fi
The Dark Knight Rises (2012) ,Thriller
The Dark Knight Rises (2012) ,Action
American Beauty (1999) ,Drama
Once Upon a Time in America (1984) ,Crime
Once Upon a Time in America (1984) ,Drama
Coco (2017) ,Music
Coco (2017) ,Animation
Coco (2017) ,Adventure
Coco (2017) ,Comedy
Coco (2017) ,Family
Coco (2017) ,Mystery
Coco (2017) ,Fantasy
Das Boot (1981) ,Thriller
Das Boot (1981) ,Drama
Das Boot (1981) ,Adventure
Das Boot (1981) ,War
Citizen Kane (1941) ,Mystery
Citizen Kane (1941) ,Drama
Braveheart (1995) ,Drama
Braveheart (1995) ,War
Braveheart (1995) ,Biography
Braveheart (1995) ,History
Vertigo (1958) ,Mystery
Vertigo (1958) ,Thriller
Vertigo (1958) ,Romance
North by Northwest (1959) ,Mystery
North by Northwest (1959) ,Thriller
North by Northwest (1959) ,Adventure
Reservoir Dogs (1992) ,Thriller
Reservoir Dogs (1992) ,Crime
Reservoir Dogs (1992) ,Drama
Kimi no na wa. (2016) ,Animation
Kimi no na wa. (2016) ,Drama
Kimi no na wa. (2016) ,Romance
Kimi no na wa. (2016) ,Fantasy
Star Wars: Episode VI - Return of the Jedi (1983) ,Action
Star Wars: Episode VI - Return of the Jedi (1983) ,Adventure
Star Wars: Episode VI - Return of the Jedi (1983) ,Sci-Fi
Star Wars: Episode VI - Return of the Jedi (1983) ,Fantasy
M - Eine Stadt sucht einen Mörder (1931) ,Mystery
M - Eine Stadt sucht einen Mörder (1931) ,Thriller
M - Eine Stadt sucht einen Mörder (1931) ,Crime
Amadeus (1984) ,Music
Amadeus (1984) ,Drama
Amadeus (1984) ,Biography
Amadeus (1984) ,History
Requiem for a Dream (2000) ,Drama
Dangal (2016) ,Sport
Dangal (2016) ,Action
Dangal (2016) ,Drama
Dangal (2016) ,Biography
3 Idiots (2009) ,Comedy
3 Idiots (2009) ,Drama
2001: A Space Odyssey (1968) ,Adventure
2001: A Space Odyssey (1968) ,Sci-Fi
Taare Zameen Par (2007) ,Family
Taare Zameen Par (2007) ,Drama
Toy Story (1995) ,Animation
Toy Story (1995) ,Adventure
Toy Story (1995) ,Comedy
Toy Story (1995) ,Family
Toy Story (1995) ,Fantasy
Eternal Sunshine of the Spotless Mind (2004) ,Romance
Eternal Sunshine of the Spotless Mind (2004) ,Sci-Fi
Eternal Sunshine of the Spotless Mind (2004) ,Drama
Lawrence of Arabia (1962) ,Drama
Lawrence of Arabia (1962) ,Adventure
Lawrence of Arabia (1962) ,War
Lawrence of Arabia (1962) ,Biography
Lawrence of Arabia (1962) ,History
A Clockwork Orange (1971) ,Crime
A Clockwork Orange (1971) ,Sci-Fi
A Clockwork Orange (1971) ,Drama
Singin' in the Rain (1952) ,Romance
Singin' in the Rain (1952) ,Comedy
Singin' in the Rain (1952) ,Musical
Amélie (2001) ,Romance
Amélie (2001) ,Comedy
Double Indemnity (1944) ,Thriller
Double Indemnity (1944) ,Crime
Double Indemnity (1944) ,Drama
Double Indemnity (1944) ,Film-Noir
Double Indemnity (1944) ,Mystery
Taxi Driver (1976) ,Crime
Taxi Driver (1976) ,Drama
Inglourious Basterds (2009) ,War
Inglourious Basterds (2009) ,Adventure
Inglourious Basterds (2009) ,Drama
Full Metal Jacket (1987) ,War
Full Metal Jacket (1987) ,Drama
Ladri di biciclette (1948) ,Drama
To Kill a Mockingbird (1962) ,Crime
To Kill a Mockingbird (1962) ,Drama
The Kid (1921) ,Comedy
The Kid (1921) ,Family
The Kid (1921) ,Drama
Good Will Hunting (1997) ,Romance
Good Will Hunting (1997) ,Drama
The Sting (1973) ,Comedy
The Sting (1973) ,Crime
The Sting (1973) ,Drama
Jagten (2012) ,Drama
Toy Story 3 (2010) ,Animation
Toy Story 3 (2010) ,Adventure
Toy Story 3 (2010) ,Comedy
Toy Story 3 (2010) ,Family
Toy Story 3 (2010) ,Fantasy
Snatch (2000) ,Comedy
Snatch (2000) ,Crime
Scarface (1983) ,Crime
Scarface (1983) ,Drama
Per qualche dollaro in più (1965) ,Western
The Apartment (1960) ,Romance
The Apartment (1960) ,Comedy
The Apartment (1960) ,Drama
Metropolis (1927) ,Sci-Fi
Metropolis (1927) ,Drama
Monty Python and the Holy Grail (1975) ,Fantasy
Monty Python and the Holy Grail (1975) ,Comedy
Monty Python and the Holy Grail (1975) ,Adventure
L.A. Confidential (1997) ,Thriller
L.A. Confidential (1997) ,Crime
L.A. Confidential (1997) ,Drama
L.A. Confidential (1997) ,Mystery
Jodaeiye Nader az Simin (2011) ,Thriller
Jodaeiye Nader az Simin (2011) ,Drama
Indiana Jones and the Last Crusade (1989) ,Adventure
Indiana Jones and the Last Crusade (1989) ,Action
Rashômon (1950) ,Mystery
Rashômon (1950) ,Crime
Rashômon (1950) ,Drama
Up (2009) ,Animation
Up (2009) ,Adventure
Up (2009) ,Comedy
Up (2009) ,Family
All About Eve (1950) ,Drama
Batman Begins (2005) ,Adventure
Batman Begins (2005) ,Action
Some Like It Hot (1959) ,Romance
Some Like It Hot (1959) ,Comedy
Yôjinbô (1961) ,Thriller
Yôjinbô (1961) ,Action
Yôjinbô (1961) ,Drama
Der Untergang (2004) ,Drama
Der Untergang (2004) ,War
Der Untergang (2004) ,Biography
Der Untergang (2004) ,History
Unforgiven (1992) ,Western
Unforgiven (1992) ,Drama
Die Hard (1988) ,Thriller
Die Hard (1988) ,Action
Heat (1995) ,Thriller
Heat (1995) ,Crime
Heat (1995) ,Drama
The Treasure of the Sierra Madre (1948) ,Western
The Treasure of the Sierra Madre (1948) ,Adventure
The Treasure of the Sierra Madre (1948) ,Drama
Incendies (2010) ,Mystery
Incendies (2010) ,War
Incendies (2010) ,Drama
Green Book (2018) ,Music
Green Book (2018) ,Drama
Green Book (2018) ,Comedy
Green Book (2018) ,Biography
Ikiru (1952) ,Drama
Raging Bull (1980) ,Biography
Raging Bull (1980) ,Sport
Raging Bull (1980) ,Drama
The Great Escape (1963) ,Thriller
The Great Escape (1963) ,Drama
The Great Escape (1963) ,Adventure
The Great Escape (1963) ,War
The Great Escape (1963) ,History
Bacheha-Ye aseman (1997) ,Family
Bacheha-Ye aseman (1997) ,Drama
Pan's Labyrinth (2006) ,War
Pan's Labyrinth (2006) ,Fantasy
Pan's Labyrinth (2006) ,Drama
Chinatown (1974) ,Mystery
Chinatown (1974) ,Thriller
Chinatown (1974) ,Drama
Tonari no Totoro (1988) ,Fantasy
Tonari no Totoro (1988) ,Animation
Tonari no Totoro (1988) ,Family
Babam ve Oglum (2005) ,Family
Babam ve Oglum (2005) ,Drama
The Third Man (1949) ,Mystery
The Third Man (1949) ,Thriller
The Third Man (1949) ,Film-Noir
Hauru no ugoku shiro (2004) ,Animation
Hauru no ugoku shiro (2004) ,Adventure
Hauru no ugoku shiro (2004) ,Family
Hauru no ugoku shiro (2004) ,Fantasy
Ran (1985) ,Action
Ran (1985) ,Drama
Judgment at Nuremberg (1961) ,War
Judgment at Nuremberg (1961) ,Drama
El secreto de sus ojos (2009) ,Thriller
El secreto de sus ojos (2009) ,Drama
El secreto de sus ojos (2009) ,Romance
El secreto de sus ojos (2009) ,Mystery
The Gold Rush (1925) ,Drama
The Gold Rush (1925) ,Adventure
The Gold Rush (1925) ,Comedy
The Gold Rush (1925) ,Family
The Bridge on the River Kwai (1957) ,War
The Bridge on the River Kwai (1957) ,Adventure
The Bridge on the River Kwai (1957) ,Drama
A Beautiful Mind (2001) ,Biography
A Beautiful Mind (2001) ,Drama
"Lock, Stock and Two Smoking Barrels (1998) ",Comedy
"Lock, Stock and Two Smoking Barrels (1998) ",Crime
Casino (1995) ,Crime
Casino (1995) ,Drama
Det sjunde inseglet (1957) ,Fantasy
Det sjunde inseglet (1957) ,Drama
On the Waterfront (1954) ,Thriller
On the Waterfront (1954) ,Crime
On the Waterfront (1954) ,Drama
"Three Billboards Outside Ebbing, Missouri (2017) ",Crime
"Three Billboards Outside Ebbing, Missouri (2017) ",Drama
The Wolf of Wall Street (2013) ,Biography
The Wolf of Wall Street (2013) ,Crime
The Wolf of Wall Street (2013) ,Drama
The Elephant Man (1980) ,Biography
The Elephant Man (1980) ,Drama
Inside Out (2015) ,Animation
Inside Out (2015) ,Drama
Inside Out (2015) ,Adventure
Inside Out (2015) ,Comedy
Inside Out (2015) ,Family
Inside Out (2015) ,Fantasy
V for Vendetta (2005) ,Thriller
V for Vendetta (2005) ,Action
V for Vendetta (2005) ,Drama
V for Vendetta (2005) ,Sci-Fi
Mr. Smith Goes to Washington (1939) ,Comedy
Mr. Smith Goes to Washington (1939) ,Drama
Room (2015) ,Thriller
Room (2015) ,Drama
Warrior (2011) ,Sport
Warrior (2011) ,Drama
Blade Runner (1982) ,Thriller
Blade Runner (1982) ,Sci-Fi
Dial M for Murder (1954) ,Thriller
Dial M for Murder (1954) ,Crime
No Country for Old Men (2007) ,Thriller
No Country for Old Men (2007) ,Crime
No Country for Old Men (2007) ,Drama
Andhadhun (2018) ,Thriller
Andhadhun (2018) ,Crime
There Will Be Blood (2007) ,Drama
Smultronstället (1957) ,Romance
Smultronstället (1957) ,Drama
The General (1926) ,Western
The General (1926) ,Action
The General (1926) ,Drama
The General (1926) ,Adventure
The General (1926) ,War
The General (1926) ,Comedy
The Sixth Sense (1999) ,Mystery
The Sixth Sense (1999) ,Thriller
The Sixth Sense (1999) ,Drama
Trainspotting (1996) ,Drama
Gone with the Wind (1939) ,Drama
Gone with the Wind (1939) ,War
Gone with the Wind (1939) ,Romance
Gone with the Wind (1939) ,History
The Thing (1982) ,Mystery
The Thing (1982) ,Horror
The Thing (1982) ,Sci-Fi
Fargo (1996) ,Thriller
Fargo (1996) ,Crime
Fargo (1996) ,Drama
Idi i smotri (1985) ,War
Idi i smotri (1985) ,Drama
Gran Torino (2008) ,Drama
Finding Nemo (2003) ,Animation
Finding Nemo (2003) ,Adventure
Finding Nemo (2003) ,Comedy
Finding Nemo (2003) ,Family
The Deer Hunter (1978) ,War
The Deer Hunter (1978) ,Drama
Shutter Island (2010) ,Mystery
Shutter Island (2010) ,Thriller
The Big Lebowski (1998) ,Comedy
The Big Lebowski (1998) ,Crime
Kill Bill: Vol. 1 (2003) ,Thriller
Kill Bill: Vol. 1 (2003) ,Crime
Kill Bill: Vol. 1 (2003) ,Action
Sherlock Jr. (1924) ,Romance
Sherlock Jr. (1924) ,Comedy
Sherlock Jr. (1924) ,Action
Cool Hand Luke (1967) ,Crime
Cool Hand Luke (1967) ,Drama
Tôkyô monogatari (1953) ,Drama
Mary and Max (2009) ,Comedy
Mary and Max (2009) ,Animation
Mary and Max (2009) ,Drama
Rebecca (1940) ,Thriller
Rebecca (1940) ,Drama
Rebecca (1940) ,Romance
Rebecca (1940) ,Mystery
Hacksaw Ridge (2016) ,Drama
Hacksaw Ridge (2016) ,War
Hacksaw Ridge (2016) ,Biography
Hacksaw Ridge (2016) ,History
How to Train Your Dragon (2010) ,Animation
How to Train Your Dragon (2010) ,Action
How to Train Your Dragon (2010) ,Adventure
How to Train Your Dragon (2010) ,Family
How to Train Your Dragon (2010) ,Fantasy
Jurassic Park (1993) ,Thriller
Jurassic Park (1993) ,Adventure
Jurassic Park (1993) ,Sci-Fi
Gone Girl (2014) ,Mystery
Gone Girl (2014) ,Thriller
Gone Girl (2014) ,Drama
Relatos salvajes (2014) ,Thriller
Relatos salvajes (2014) ,Comedy
Relatos salvajes (2014) ,Drama
Sunrise: A Song of Two Humans (1927) ,Romance
Sunrise: A Song of Two Humans (1927) ,Drama
The Truman Show (1998) ,Comedy
The Truman Show (1998) ,Sci-Fi
The Truman Show (1998) ,Drama
Stalker (1979) ,Sci-Fi
Stalker (1979) ,Drama
The Grand Budapest Hotel (2014) ,Crime
The Grand Budapest Hotel (2014) ,Drama
The Grand Budapest Hotel (2014) ,Adventure
The Grand Budapest Hotel (2014) ,Comedy
In the Name of the Father (1993) ,Biography
In the Name of the Father (1993) ,Drama
Stand by Me (1986) ,Adventure
Stand by Me (1986) ,Drama
Into the Wild (2007) ,Biography
Into the Wild (2007) ,Adventure
Into the Wild (2007) ,Drama
It Happened One Night (1934) ,Romance
It Happened One Night (1934) ,Comedy
Platoon (1986) ,War
Platoon (1986) ,Drama
Network (1976) ,Drama
Life of Brian (1979) ,Comedy
Salinui chueok (2003) ,Thriller
Salinui chueok (2003) ,Crime
Salinui chueok (2003) ,Action
Salinui chueok (2003) ,Drama
Salinui chueok (2003) ,Mystery
Ben-Hur (1959) ,History
Ben-Hur (1959) ,Adventure
Ben-Hur (1959) ,Drama
Persona (1966) ,Thriller
Persona (1966) ,Drama
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni (1997) ",Animation
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni (1997) ",Action
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni (1997) ",Drama
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni (1997) ",Sci-Fi
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni (1997) ",Fantasy
12 Years a Slave (2013) ,Biography
12 Years a Slave (2013) ,History
12 Years a Slave (2013) ,Drama
Hotel Rwanda (2004) ,Drama
Hotel Rwanda (2004) ,War
Hotel Rwanda (2004) ,Biography
Hotel Rwanda (2004) ,History
Million Dollar Baby (2004) ,Sport
Million Dollar Baby (2004) ,Drama
Before Sunrise (1995) ,Romance
Before Sunrise (1995) ,Drama
Eskiya (1996) ,Thriller
Eskiya (1996) ,Crime
Eskiya (1996) ,Drama
Prisoners (2013) ,Thriller
Prisoners (2013) ,Crime
Prisoners (2013) ,Drama
Prisoners (2013) ,Mystery
Le salaire de la peur (1953) ,Thriller
Le salaire de la peur (1953) ,Adventure
Le salaire de la peur (1953) ,Drama
Mad Max: Fury Road (2015) ,Thriller
Mad Max: Fury Road (2015) ,Action
Mad Max: Fury Road (2015) ,Adventure
Mad Max: Fury Road (2015) ,Sci-Fi
Rush (2013) ,Sport
Rush (2013) ,Action
Rush (2013) ,Drama
Rush (2013) ,Biography
Hachi: A Dog's Tale (2009) ,Family
Hachi: A Dog's Tale (2009) ,Drama
Andrei Rublev (1966) ,Biography
Andrei Rublev (1966) ,History
Andrei Rublev (1966) ,Drama
Les quatre cents coups (1959) ,Crime
Les quatre cents coups (1959) ,Drama
Logan (2017) ,Thriller
Logan (2017) ,Action
Logan (2017) ,Drama
Logan (2017) ,Sci-Fi
Spotlight (2015) ,Crime
Spotlight (2015) ,Drama
La passion de Jeanne d'Arc (1928) ,Biography
La passion de Jeanne d'Arc (1928) ,History
La passion de Jeanne d'Arc (1928) ,Drama
Catch Me If You Can (2002) ,Biography
Catch Me If You Can (2002) ,Crime
Catch Me If You Can (2002) ,Drama
Amores perros (2000) ,Thriller
Amores perros (2000) ,Drama
Harry Potter and the Deathly Hallows: Part 2 (2011) ,Drama
Harry Potter and the Deathly Hallows: Part 2 (2011) ,Adventure
Harry Potter and the Deathly Hallows: Part 2 (2011) ,Mystery
Harry Potter and the Deathly Hallows: Part 2 (2011) ,Fantasy
Kaze no tani no Naushika (1984) ,Animation
Kaze no tani no Naushika (1984) ,Adventure
Kaze no tani no Naushika (1984) ,Sci-Fi
Kaze no tani no Naushika (1984) ,Fantasy
The Princess Bride (1987) ,Adventure
The Princess Bride (1987) ,Family
The Princess Bride (1987) ,Romance
The Princess Bride (1987) ,Fantasy
Rocky (1976) ,Sport
Rocky (1976) ,Drama
Butch Cassidy and the Sundance Kid (1969) ,Western
Butch Cassidy and the Sundance Kid (1969) ,Crime
Butch Cassidy and the Sundance Kid (1969) ,Drama
Butch Cassidy and the Sundance Kid (1969) ,Biography
Barry Lyndon (1975) ,Drama
Barry Lyndon (1975) ,Adventure
Barry Lyndon (1975) ,War
Barry Lyndon (1975) ,History
Rang De Basanti (2006) ,Comedy
Rang De Basanti (2006) ,Drama
"Monsters, Inc. (2001) ",Animation
"Monsters, Inc. (2001) ",Adventure
"Monsters, Inc. (2001) ",Comedy
"Monsters, Inc. (2001) ",Family
"Monsters, Inc. (2001) ",Fantasy
The Grapes of Wrath (1940) ,History
The Grapes of Wrath (1940) ,Drama
Dead Poets Society (1989) ,Comedy
Dead Poets Society (1989) ,Drama
Da hong deng long gao gao gua (1991) ,Romance
Da hong deng long gao gao gua (1991) ,History
Da hong deng long gao gao gua (1991) ,Drama
The Maltese Falcon (1941) ,Mystery
The Maltese Falcon (1941) ,Film-Noir
The Terminator (1984) ,Sci-Fi
The Terminator (1984) ,Action
Gandhi (1982) ,Biography
Gandhi (1982) ,History
Gandhi (1982) ,Drama
Donnie Darko (2001) ,Thriller
Donnie Darko (2001) ,Sci-Fi
Donnie Darko (2001) ,Drama
Ah-ga-ssi (2016) ,Romance
Ah-ga-ssi (2016) ,Thriller
Ah-ga-ssi (2016) ,Drama
La haine (1995) ,Crime
La haine (1995) ,Drama
Faa yeung nin wa (2000) ,Romance
Faa yeung nin wa (2000) ,Drama
Les diaboliques (1955) ,Thriller
Les diaboliques (1955) ,Crime
Les diaboliques (1955) ,Drama
Les diaboliques (1955) ,Mystery
Les diaboliques (1955) ,Horror
Groundhog Day (1993) ,Romance
Groundhog Day (1993) ,Comedy
Groundhog Day (1993) ,Fantasy
The Wizard of Oz (1939) ,Musical
The Wizard of Oz (1939) ,Adventure
The Wizard of Oz (1939) ,Family
The Wizard of Oz (1939) ,Fantasy
The Help (2011) ,Drama
Jaws (1975) ,Thriller
Jaws (1975) ,Adventure
Jaws (1975) ,Drama
Before Sunset (2004) ,Romance
Before Sunset (2004) ,Drama
Guardians of the Galaxy (2014) ,Action
Guardians of the Galaxy (2014) ,Adventure
Guardians of the Galaxy (2014) ,Comedy
Guardians of the Galaxy (2014) ,Sci-Fi
"Paris, Texas (1984) ",Drama
Le notti di Cabiria (1957) ,Drama
Tenkû no shiro Rapyuta (1986) ,Animation
Tenkû no shiro Rapyuta (1986) ,Drama
Tenkû no shiro Rapyuta (1986) ,Adventure
Tenkû no shiro Rapyuta (1986) ,Sci-Fi
Tenkû no shiro Rapyuta (1986) ,Fantasy
Pirates of the Caribbean: The Curse of the Black Pearl (2003) ,Fantasy
Pirates of the Caribbean: The Curse of the Black Pearl (2003) ,Adventure
Pirates of the Caribbean: The Curse of the Black Pearl (2003) ,Action
The Best Years of Our Lives (1946) ,Romance
The Best Years of Our Lives (1946) ,War
The Best Years of Our Lives (1946) ,Drama
Beauty and the Beast (1991) ,Musical
Beauty and the Beast (1991) ,Animation
Beauty and the Beast (1991) ,Family
Beauty and the Beast (1991) ,Romance
Beauty and the Beast (1991) ,Fantasy
The Exorcist (1973) ,Horror
Trois couleurs: Rouge (1994) ,Mystery
Trois couleurs: Rouge (1994) ,Romance
Trois couleurs: Rouge (1994) ,Drama
Dog Day Afternoon (1975) ,Thriller
Dog Day Afternoon (1975) ,Crime
Dog Day Afternoon (1975) ,Drama
Dog Day Afternoon (1975) ,Biography
Gangs of Wasseypur (2012) ,Thriller
Gangs of Wasseypur (2012) ,Crime
Gangs of Wasseypur (2012) ,Action
Gangs of Wasseypur (2012) ,Drama
Gangs of Wasseypur (2012) ,Comedy
